canonicalPostId,canonicalUrl,referenceIds,creatorId,creator,creatorProfileUrl,publishedAt,postAgeDays,publicInteractions,creatorBaselineN,creatorMedianInteractions,responseRatio,logResponseLift,maturityStatus,quantitativeStatus,automatedFeatureVersion,hook,job,proof,artifact,contentClass,problemFamily,cta,nativeFormat,usesNumber,usesQuestion,operationalInputs,operationalSteps,operationalOutput,operationalValidation,ddNews,ddPromotion,ddPersonalAuthority,ddCommentGate,ddEvergreen,captionChars,captionWords,lineCount,paragraphCount,bulletLineCount,questionCount,firstLineChars,firstLineHasQuestion,firstLineHasNumber,urlPresent,numericExpressionPresent,sourceTermPresent,artifactTermPresent,endingQuestion
LI-7456550155622871040,https://www.linkedin.com/posts/vipin-k-rastogi-a751847a_supply-chain-roles-as-birds-different-activity-7456550155622871040-8CRt,64,https://www.linkedin.com/in/vipin-k-rastogi-a751847a,Vipin K Rastogi,https://www.linkedin.com/in/vipin-k-rastogi-a751847a,2026-05-03T03:48:13.103Z,86,29,3,29,1,0,mature,descriptive_only,aofa-2026-07-28-v1,H9,J1,P0,AR0,K3,PB12,C0,F2_static_image,false,false,false,false,false,false,false,false,false,false,true,62,9,3,2,0,0,30,false,false,false,false,false,false,false
LI-7457024996649885697,https://www.linkedin.com/posts/agnieszka-kamila-van-der-veen-mba-8943266b_the-most-underrated-lean-tool-the-spaghetti-activity-7457024996649885697-5ggt,65,https://www.linkedin.com/in/agnieszka-kamila-van-der-veen-mba-8943266b,"Agnieszka Kamila Van der Veen, MBA",https://www.linkedin.com/in/agnieszka-kamila-van-der-veen-mba-8943266b,2026-05-04T11:15:04.026Z,85,312,12,23.5,12.775510204081632,2.5475300729894714,mature,quantitative,aofa-2026-07-28-v1,H9,J4,P2,AR4,K1,PB7,C6,F2_static_image,true,true,true,true,true,false,false,false,false,false,true,2337,325,150,54,19,3,53,true,false,false,true,false,false,false
LI-7456963522044968960,https://www.linkedin.com/posts/supplychainaipro_procurement-supplychain-generativeai-activity-7456963522044968960-sDNX,67,https://www.linkedin.com/in/supplychainaipro,Asmaa Gad,https://www.linkedin.com/in/supplychainaipro,2026-05-04T07:10:47.338Z,85,132,2,235,0.5635593220338984,-0.5734826768038568,mature,descriptive_only,aofa-2026-07-28-v1,H9,J3,P0,AR2,K7,PB6,C0,F2_static_image,true,true,false,false,false,false,false,false,false,false,true,1226,119,19,7,0,2,167,true,false,true,true,false,true,false
LI-7444357555960823808,https://www.linkedin.com/posts/diandraescobar_if-you-want-true-inbound-from-linkedin-every-activity-7444357555960823808-dzVx,68,https://www.linkedin.com/in/diandraescobar,Diandra Escobar,https://www.linkedin.com/in/diandraescobar,2026-03-30T12:19:10.816Z,120,365,8,217.5,1.6750572082379862,0.5158473188657213,mature,descriptive_only,aofa-2026-07-28-v1,H9,J4,P4,AR5,K8,PB10,C1,F2_static_image,true,false,false,false,false,false,false,true,false,false,false,1740,288,46,17,0,0,144,false,false,true,true,false,false,false
LI-7453710646333972480,https://www.linkedin.com/posts/supplychainaipro_%F0%9D%97%96%F0%9D%97%B9%F0%9D%97%AE%F0%9D%98%82%F0%9D%97%B1%F0%9D%97%B2-%F0%9D%97%B5%F0%9D%97%AE%F0%9D%98%80-%F0%9D%9F%AE%F0%9D%9F%AE-%F0%9D%97%B3%F0%9D%97%B2%F0%9D%97%AE%F0%9D%98%81%F0%9D%98%82%F0%9D%97%BF%F0%9D%97%B2%F0%9D%98%80-activity-7453710646333972480-jUmz,70,https://www.linkedin.com/in/supplychainaipro,Asmaa Gad,https://www.linkedin.com/in/supplychainaipro,2026-04-25T07:45:01.333Z,94,2653,2,235,11.245762711864407,2.419991409866542,mature,descriptive_only,aofa-2026-07-28-v1,H9,J1,P0,AR0,K8,PB4,C1,F2_static_image,false,false,false,false,false,false,false,true,false,false,false,923,129,23,8,0,0,73,false,false,true,false,false,false,false
LI-7453019851943587840,https://www.linkedin.com/posts/charlie-hills_stanleypartner-activity-7453019851943587840-BkMA,72,https://www.linkedin.com/in/charlie-hills,Charlie Hills 🦩,https://www.linkedin.com/in/charlie-hills,2026-04-23T10:00:03.116Z,96,1545,15,1009,1.5306930693069307,0.4257206193120622,mature,quantitative,aofa-2026-07-28-v1,H3,J3,P3,AR3,K1,PB6,C7,F2_static_image,true,false,true,true,false,true,false,false,false,false,true,2746,469,101,41,8,0,39,false,false,true,true,true,true,false
LI-7453047525629980672,https://www.linkedin.com/posts/jaindl_i-posted-for-6-months-on-linkedin-no-results-activity-7453047525629980672-W-Yr,75,https://www.linkedin.com/in/jaindl,MJ Jaindl,https://www.linkedin.com/in/jaindl,2026-04-23T11:50:01.037Z,96,600,16,284.5,2.10507880910683,0.7443529054391425,mature,quantitative,aofa-2026-07-28-v1,H9,J4,P0,AR0,K1,PB10,C6,F2_static_image,true,true,false,false,true,false,false,false,false,false,true,1277,203,47,18,0,4,46,false,true,false,true,false,false,false
LI-7433021723471601664,https://www.linkedin.com/posts/alper-ozel-723ab511_supply-chain-grid-assess-maturity-unlock-activity-7433021723471601664-quyq,76,https://www.linkedin.com/in/alper-ozel-723ab511,Alper Ozel,https://www.linkedin.com/in/alper-ozel-723ab511,2026-02-27T05:34:37.741Z,151,774,28,435.5,1.7754868270332187,0.5740746540736907,mature,quantitative,aofa-2026-07-28-v1,H9,J2,P2,AR4,K3,PB3,C3,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,2898,373,96,19,1,0,53,false,false,false,true,true,false,false
LI-7450581283635720193,https://www.linkedin.com/posts/activity-7450581283635720193-PSS3,77,https://www.linkedin.com/in/fouad317,Fouad Enba,https://www.linkedin.com/in/fouad317,2026-04-16T16:30:03.125Z,103,392,2,13,28.071428571428573,3.3347522822540023,mature,descriptive_only,aofa-2026-07-28-v1,H9,J1,P3,AR4,K3,PB3,C6,F2_static_image,true,true,false,true,false,true,false,false,false,false,true,2155,272,94,29,17,3,75,false,false,false,true,false,true,false
LI-7451961814654881793,https://www.linkedin.com/posts/donnellychris_breaking-anthropic-just-launched-claude-activity-7451961814654881793-crVI,78,https://www.linkedin.com/in/donnellychris,Chris Donnelly,https://www.linkedin.com/in/donnellychris,2026-04-20T11:55:47.369Z,99,3276,15,1474,2.221694915254237,0.7982703799248956,mature,quantitative,aofa-2026-07-28-v1,H7,J4,P0,AR1,K1,PB6,C2,F2_static_image,true,true,true,true,true,true,true,false,false,false,false,2853,490,94,34,10,1,51,false,false,true,true,false,true,false
LI-7450845523378540544,https://www.linkedin.com/posts/aiforleaders_the-complete-claude-code-breakdown-%F0%9D%97%95%F0%9D%97%B2%F0%9D%97%B0%F0%9D%97%BC%F0%9D%97%BA%F0%9D%97%B2-activity-7450845523378540544-lY8X,79,https://www.linkedin.com/company/aiforleaders,AI For Leaders,https://www.linkedin.com/company/aiforleaders,2026-04-17T10:00:02.789Z,102,222,0,,,,mature,descriptive_only,aofa-2026-07-28-v1,H9,J3,P2,AR4,K3,PB6,C7,F2_static_image,true,false,false,false,true,false,false,true,false,false,false,2247,279,114,39,0,0,34,false,false,true,true,true,false,false
LI-7455209344322768896,https://www.linkedin.com/posts/giovanni-beggiato_if-claude-feels-wrong-youre-probably-the-activity-7455209344322768896--D7f,80,https://www.linkedin.com/in/giovanni-beggiato,Giovanni Beggiato,https://www.linkedin.com/in/giovanni-beggiato,2026-04-29T11:00:18.778Z,90,778,29,357,2.1759776536312847,0.7774780594700479,mature,quantitative,aofa-2026-07-28-v1,H2,J3,P6,AR3,K1,PB6,C6,F2_static_image,false,true,false,true,false,true,false,false,false,false,true,1955,257,53,26,1,1,22,false,false,false,false,false,true,false
LI-7451270751556419584,https://www.linkedin.com/posts/onesphore-rkt_sap-sd-t-codes-for-supply-chain-professionals-activity-7451270751556419584-letS,81,https://www.linkedin.com/in/onesphore-rkt,Onesphore RAKOTOMALALA,https://www.linkedin.com/in/onesphore-rkt,2026-04-18T14:09:45.087Z,101,129,6,153,0.8441558441558441,-0.16941815195804732,mature,descriptive_only,aofa-2026-07-28-v1,H9,J1,P4,AR2,K3,PB10,C6,F2_static_image,false,true,false,false,false,true,false,false,false,false,true,754,104,19,8,0,2,47,false,false,false,false,false,true,false
LI-7449803669014945793,https://www.linkedin.com/posts/jigar-patel-96b4286b_supplychain-inventorymanagement-operations-activity-7449803669014945793-2fuV,82,https://www.linkedin.com/in/jigar-patel-96b4286b,Jigar Patel,https://www.linkedin.com/in/jigar-patel-96b4286b,2026-04-14T13:00:05.352Z,105,720,21,59,12.016666666666667,2.486294575062849,mature,quantitative,aofa-2026-07-28-v1,H9,J1,P0,AR0,K2,PB2,C6,F2_static_image,false,true,false,false,true,false,false,false,false,false,true,996,139,45,18,4,3,45,false,false,false,false,false,false,true
LI-7440469486719266817,https://www.linkedin.com/posts/woutervanheddeghem_check-out-this-post-by-dinesh-r-%F0%9D%99%88%F0%9D%99%8F%F0%9D%99%8A-activity-7440469486719266817-Qjqh,83,https://www.linkedin.com/in/woutervanheddeghem,Wouter van Heddeghem,https://www.linkedin.com/in/woutervanheddeghem,2026-03-19T18:49:22.872Z,131,406,0,,,,mature,descriptive_only,aofa-2026-07-28-v1,H7,J7,P3,AR5,K2,PB5,C0,F2_static_image,true,false,false,true,true,true,true,false,false,false,false,1981,258,51,6,0,0,31,false,false,false,true,true,false,false
LI-7450877132563558400,https://www.linkedin.com/posts/anguscraigfcips_like-many-people-ive-been-trying-to-get-activity-7450877132563558400-2vPe,84,https://www.linkedin.com/in/anguscraigfcips,Angus Craig FCIPS,https://www.linkedin.com/in/anguscraigfcips,2026-04-17T12:05:39.006Z,102,365,11,17,20.333333333333332,3.0122615755052013,mature,quantitative,aofa-2026-07-28-v1,H7,J1,P0,AR4,K3,PB4,C6,F2_static_image,true,true,false,false,false,true,true,false,false,false,false,1485,215,8,3,3,3,252,false,true,false,true,true,false,false
LI-7450452978395840512,https://www.linkedin.com/posts/edouardthieuleux_this-is-what-your-supply-chain-org-chart-activity-7450452978395840512-XsFD,85,https://www.linkedin.com/in/edouardthieuleux,Edouard Thieuleux,https://www.linkedin.com/in/edouardthieuleux,2026-04-16T08:00:12.772Z,103,777,23,79,9.725,2.27469988950451,mature,quantitative,aofa-2026-07-28-v1,H7,J6,P0,AR1,K2,PB6,C0,F2_static_image,false,false,false,false,true,false,true,false,false,false,false,832,136,26,8,0,0,58,false,false,false,false,false,false,false
LI-7458802962056937474,https://www.linkedin.com/posts/tom-mills-procurement_most-procurement-teams-want-to-innovate-activity-7458802962056937474-aJP6,86,https://www.linkedin.com/in/tom-mills-procurement,Tom Mills,https://www.linkedin.com/in/tom-mills-procurement,2026-05-09T09:00:04.012Z,80,971,5,263,3.6818181818181817,1.303406701314123,mature,descriptive_only,aofa-2026-07-28-v1,H9,J4,P0,AR0,K3,PB4,C6,F2_static_image,true,true,false,true,true,false,false,false,false,false,true,2016,294,65,21,0,2,40,false,false,true,true,false,false,false
LI-7449046219600982016,https://www.linkedin.com/posts/ronalinlagsa_demand-planning-next-level-most-people-activity-7449046219600982016-I3fm,89,https://www.linkedin.com/in/ronalinlagsa,Ronalin L.,https://www.linkedin.com/in/ronalinlagsa,2026-04-12T10:50:15.339Z,107,424,15,57,7.327586206896552,1.991646158377998,mature,quantitative,aofa-2026-07-28-v1,H9,J3,P6,AR4,K2,PB2,C0,F2_static_image,true,true,false,false,true,true,false,false,false,false,true,1376,202,34,7,5,1,28,false,false,false,true,false,false,false
LI-7447961600159977472,https://www.linkedin.com/posts/ruben-hassid_how-to-climb-all-4-layers-of-claude-in-one-activity-7447961600159977472-2Qco,91,https://www.linkedin.com/in/ruben-hassid,Ruben Hassid,https://www.linkedin.com/in/ruben-hassid,2026-04-09T11:00:21.913Z,110,5702,2,1600.5,3.5610365282547614,1.270051662107326,mature,descriptive_only,aofa-2026-07-28-v1,H4,J3,P0,AR1,K1,PB6,C7,F2_static_image,true,true,false,true,true,true,false,false,false,false,true,2706,407,72,21,0,1,51,false,true,true,true,false,true,false
LI-7447282183183962113,https://www.linkedin.com/posts/harrymckaig_12-companies-3000-brands-over-250-billion-activity-7447282183183962113-gjfG,92,https://www.linkedin.com/in/harrymckaig,Harry McKaig,https://www.linkedin.com/in/harrymckaig,2026-04-07T14:00:36.283Z,112,4871,21,12,374.7692307692308,5.926310451928197,mature,quantitative,aofa-2026-07-28-v1,H1,J1,P4,AR0,K3,PB11,C0,F2_static_image,true,false,false,false,false,false,false,false,false,false,true,2998,442,37,19,0,0,67,false,true,false,true,false,false,false
LI-7447623181395484672,https://www.linkedin.com/posts/nicolascole_i-just-packaged-102-of-my-best-content-templates-activity-7447623181395484672-lcbr,93,https://www.linkedin.com/in/nicolascole,Nicolas Cole 🚢👻,https://www.linkedin.com/in/nicolascole,2026-04-08T12:35:36.592Z,111,3065,13,145,21,3.0445224377234226,mature,quantitative,aofa-2026-07-28-v1,H9,J4,P1,AR1,K4,PB10,C6,F2_static_image,true,true,true,true,true,false,false,false,true,false,true,1281,202,37,18,8,1,70,false,true,false,true,false,true,false
LI-7446894707063902208,https://www.linkedin.com/posts/marciadwilliams_supply-chain-and-procurement-speak-their-activity-7446894707063902208-PDbB,94,https://www.linkedin.com/in/marciadwilliams,Marcia D Williams,https://www.linkedin.com/in/marciadwilliams,2026-04-06T12:20:54.777Z,113,563,15,476,1.1823899371069182,0.1675377606097177,mature,quantitative,aofa-2026-07-28-v1,H9,J1,P6,AR4,K3,PB3,C0,F2_static_image,true,false,false,true,false,false,false,false,false,false,true,2528,354,69,3,0,0,54,false,false,false,true,false,false,false
LI-7447320076212412416,https://www.linkedin.com/posts/benjamintwillis_supplychain-ai-activity-7447320076212412416-zFS7,95,https://www.linkedin.com/in/benjamintwillis,Ben Willis,https://www.linkedin.com/in/benjamintwillis,2026-04-07T16:31:10.685Z,112,461,13,19,23.1,3.139832617527748,mature,quantitative,aofa-2026-07-28-v1,H3,J4,P0,AR0,K2,PB6,C6,F2_static_image,true,true,false,false,true,true,false,false,false,false,true,1557,224,19,8,4,1,112,false,false,false,true,true,false,false
LI-7444403543404359680,https://www.linkedin.com/posts/dinesh-krishna-4a568782_ppc-forecasting-supplychain-activity-7444403543404359680-qpoi,96,https://www.linkedin.com/in/dinesh-krishna-4a568782,Dinesh Krishna,https://www.linkedin.com/in/dinesh-krishna-4a568782,2026-03-30T15:21:55.077Z,120,324,9,37,8.552631578947368,2.1462390226033516,mature,descriptive_only,aofa-2026-07-28-v1,H4,J1,P6,AR3,K2,PB2,C0,F2_static_image,true,false,false,false,true,false,false,false,false,false,true,1020,137,29,10,0,0,62,false,false,false,true,false,true,false
LI-7465809158206865409,https://www.linkedin.com/posts/jonathan-parsons-marketing_ai-isnt-complicated-you-were-just-taught-activity-7465809158206865409-mlld,98,https://www.linkedin.com/in/jonathan-parsons-marketing,Jonathan Parsons,https://www.linkedin.com/in/jonathan-parsons-marketing,2026-05-28T17:00:11.343Z,61,288,2,287.5,1.001733102253033,0.0017316021642779234,mature,descriptive_only,aofa-2026-07-28-v1,H9,J3,P2,AR2,K1,PB6,C6,F2_static_image,true,true,false,false,true,true,false,false,false,false,true,2212,334,89,29,5,2,21,false,false,false,true,true,false,false
LI-7445658855327375360,https://www.linkedin.com/posts/logistics-guide-2a9652167_supplychain-logistics-excel-activity-7445658855327375360-z43w,99,https://www.linkedin.com/company/logistics-guide-2a9652167,Logistics Guide,https://www.linkedin.com/company/logistics-guide-2a9652167,2026-04-03T02:30:04.762Z,116,1628,0,,,,mature,descriptive_only,aofa-2026-07-28-v1,H9,J4,P3,AR2,K2,PB3,C7,F2_static_image,true,false,false,false,true,false,false,false,false,false,true,1786,226,55,11,19,0,48,false,false,false,true,false,false,false
LI-7444261643456364545,https://www.linkedin.com/posts/dmartell_most-people-think-theyre-using-ai-theyre-activity-7444261643456364545-Gl7j,100,https://www.linkedin.com/in/dmartell,Dan Martell,https://www.linkedin.com/in/dmartell,2026-03-30T05:58:03.493Z,120,996,4,936,1.064034151547492,0.06206748772341619,mature,descriptive_only,aofa-2026-07-28-v1,H9,J3,P3,AR5,K3,PB6,C3,F2_static_image,true,true,false,false,true,false,true,false,false,false,false,1491,259,35,16,2,1,37,false,false,true,true,false,false,false
