provenance_id,record_id,source_type,source_reference,collected_at,access_method,read_only,observation_scope,limitations,confidence
PV-00234,LI-7445817640121520128,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445817640121520128,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00235,LI-7445673992340004865,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445673992340004865,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00236,LI-7445804801482797056,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445804801482797056,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00237,LI-7445804801545687040,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445804801545687040,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00238,LI-7445437380486066177,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445437380486066177,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00239,LI-7445444561490821121,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445444561490821121,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00240,LI-7445075736777887744,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445075736777887744,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00241,LI-7445079785212567552,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7445079785212567552,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00242,LI-7444730391342776321,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444730391342776321,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00243,LI-7443273530605096960,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443273530605096960,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00244,LI-7444261643456364545,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444261643456364545,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00245,LI-7444008668712398848,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444008668712398848,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00246,LI-7444339592176046080,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444339592176046080,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00247,LI-7444350217203679233,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444350217203679233,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00248,LI-7444322592036900865,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444322592036900865,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00249,LI-7444361090643415040,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444361090643415040,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00250,LI-7444307440885739520,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444307440885739520,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00251,LI-7443576371668357120,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443576371668357120,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00252,LI-7444357555960823808,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444357555960823808,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00253,LI-7444360356099108864,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444360356099108864,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00254,LI-7442423106599804928,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442423106599804928,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00255,LI-7444352045412753408,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444352045412753408,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00256,LI-7444355336901316608,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7444355336901316608,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00257,LI-7443371526726471681,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443371526726471681,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00258,LI-7443990579904016385,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443990579904016385,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00259,LI-7442057607651049472,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442057607651049472,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00260,LI-7443993617133658112,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443993617133658112,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00261,LI-7442145042040881152,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442145042040881152,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00262,LI-7443578385932382208,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443578385932382208,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00263,LI-7443502980546330624,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443502980546330624,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00264,LI-7443630474293391360,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443630474293391360,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00265,LI-7441240826539798528,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441240826539798528,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00266,LI-7442839614207234048,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442839614207234048,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00267,LI-7443265777337675779,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443265777337675779,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00268,LI-7443268086654324736,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7443268086654324736,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00269,LI-7442827848362524672,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442827848362524672,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00270,LI-7442905698570526720,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442905698570526720,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00271,LI-7442555999242153985,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442555999242153985,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00272,LI-7441712465132036096,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441712465132036096,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00273,LI-7441714088851963906,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441714088851963906,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00274,LI-7442465349758971904,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442465349758971904,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00275,LI-7442543310776442880,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442543310776442880,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00276,LI-7441150539175710720,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441150539175710720,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00277,LI-7442404929085886464,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442404929085886464,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00278,LI-7429146588226248704,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7429146588226248704,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00279,LI-7429506164167450624,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7429506164167450624,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00280,LI-7430595615392440320,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7430595615392440320,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00281,LI-7434583410657955840,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7434583410657955840,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00282,LI-7434942747062677506,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7434942747062677506,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00283,LI-7437104546293821441,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7437104546293821441,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00284,LI-7437468689777508353,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7437468689777508353,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00285,LI-7438204722777591808,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7438204722777591808,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00286,LI-7439276790965182464,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7439276790965182464,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00287,LI-7440001562711658496,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7440001562711658496,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00288,LI-7440727518317285376,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7440727518317285376,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00289,LI-7441814023710457856,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441814023710457856,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00290,LI-7442193595320852480,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442193595320852480,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00291,LI-7442177148292915200,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442177148292915200,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00292,LI-7442180922822578178,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7442180922822578178,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00293,LI-7441908678812700672,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441908678812700672,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00294,LI-7441757009827414016,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441757009827414016,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00295,LI-7441816015149232128,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441816015149232128,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00296,LI-7441818534982148096,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441818534982148096,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00297,LI-7441363071488499712,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441363071488499712,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00298,LI-7441455476195655681,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441455476195655681,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00299,LI-7441091239560761345,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441091239560761345,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
PV-00300,LI-7441096588275449856,linkedin_live_saved_collection,https://www.linkedin.com/feed/update/urn:li:activity:7441096588275449856,2026-08-02T18:05:05.577Z,"logged-in LinkedIn browser, read-only",true,"Saved membership, author, relative age, caption text, activity ID when linked, and image-preview presence.","Intentionally curated reference set, not a random sample. Saved-list cards did not expose impressions or engagement counts. Seventeen text-only rows lacked activity URLs.",high for visible fields; unavailable for performance
